Q,A
문 열어 문 열어 다모가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 여기나요 여기나요 나비가 날아요 나비가 날아요 엄마가 노래 엄마가 노래해 여기 더울 거예요 밥 먹었어 밥 먹었어 집에 아무도 없겠지 집에 아무도 없겠지 달이 얼었어요 발이 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 전화 왔었어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
나는 바디를 입고 당초 옵니다 책상 위에 가방이 있습니까 방에 사탕과 연필을 넣을 거예요 아빠와 자동차를 타고 동물원에 감이다 잘 다녀와 화면에서 아빠가 토끼 풍선을 사 왔습니다 노복 그림을 구경합니다 그림은 못 두 개에 걸려 있습니다 로봇은 긴 눈썹 괴물과 싸움을 합니다 나무에는 참새 세 마리가 짹짹 거리고 ,나는 바지를* 입고 단추를* 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
제 나이는 춤을 드립니다 주님 나를 빕니다 우리 집 근처에 있는 올림픽 마스터 지장 있는데 걸어 줘 30분 거리에 있습니다 나는 아침 9시에 일어나고 밤 열기 줍니다 제가 가장 좋아하는 음식 레몬입니다 제일 재밌는 동물입니다 월 화 수 목 금 요리입니다 ,제 나이는 스무 살입니다. 저는 말 띠입니다 제가 태어난 곳은 서울 시이고 주로 산 곳은  군+ 조밥군 시입니다. 출생지인 서울 시에서 스무 살까지 살았습니다. 아버지는 서울 지역 출신이고 어머니는 서울 지역 출신 이십니다 제 위로는 오빠 한 명이 있고 아래로 동생이 한 명 있습니다. 우리 가족은 엄마 아빠 오빠 그리고 저이고 그래서 모두 다섯 명입니다. 지금 저랑 같이 살고 있는 사람은 엄마와 오빠 입니다 가족과 주로 하는 이야기는 주소에 대한 겁니다. 친구와 주로+ 주로 하는 이야기는 태민에 에+  대한 것입니다. 저는 평소에 주로  버스를 타고 다닙니다. 우리 동네는 교통이 불편합니다. 교통이 불편한 이유는 비안들기 때문입니다.  우리 집에서 서울역에 가려면 버스를 타고 가+ 가야 합니다. 우리 집 근처에는 올팁 마트 시장이 있는데 걸어서 삼십 분 거리에 있습니다.  나는 보통 아침 아홉 시에 일어나고 밤 열 시에 잡+ 잡니다. 제가 가장 좋아하는 음식은 라면입니다. 제 취미는 동물 입니다.  무지개 일곱 색깔은 하늘색 파란 보라색입니다. 일주일은 월 화 수 목 금요일입니다. 설날은 일 월 일 일입니다. 크리스마스는 십 이 월 이십 오 일입니다. 지금 계절은 입니다. 어제는 날씨가 날+ 맑게했고 오늘 날씨는 비 했다 일 년은 일 일이고 일 주일은 오 일입니다. 하루는 여덟 시간이고 일 분은 오십 초입니다.
나는 바지를 입고 단추를 채웁니다 사탕 위에 가방이 있습니다 가방에 착한 연필을 넣을 거예요 아빠와 자동차를 타고 동물원에 갑니다 잘 다 아빠가 토끼 풍선을 차 왔습니다 로봇 그림을 구경합니다 그림은 옷 두 개에 걸려 있습니다 로봇은 긴 눈썹 괴물과 싸움을 합니다 짹짹 거리고 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려와 이제 내려 머리 말려 머리 말려 여기나요 나비가 날아요 나비가 날아요 엄마가 노래해 엄마가 노래해 여기 놓을 거예요 밥 먹었어 밥 먹었어 집에 아무도 없겠지 아무도 없겠지 발이 얼었어요 가을이 울었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 데미가 없지 전화 왔었어요 전화 왔었어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
바지 단추 가방 사탕 연필 자동차 동물원 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리 짹짹 나무 메뚜기 전화
티엔 나이는 26살입니다 개가 태어난 곳은 인턴 치고 주로 한 것은 인턴 광역시입니다 아버지는 부산 투신 25시로 난 희망이 있고 아니에요 할머니 십니다 우리 집 빈 터미널 롯데마트가 있는데 쉽니다 나는 보통 아침 6시에 일어나고 밤 12시에 잡니다 걔가 가장 좋아하는 음식은 양꼬치 민원 게임입니다 무지개 7집 강연 박완희 주황색 노란색 초록색 파란색 보라색입니다 허나연 ,제 나이는 26 살입니다. 저는  쥐  띠입니다 제가 태어난 곳은 인천시이고 주로 산 곳은 인천광역시 입니다. 출생지인 인천광역시에서 26살까지 살았습니다. 아버지는 부산지역 출신이시고  어머니는 경기도지역 출신이십니다 제 위로는 세* 명이 있고 아래로 한 명이 있습니다. 우리 가족은 아빠 엄마 동생 그리고 저이고 그래서 모두 네 명입니다. 지금 저랑 같이 살고 있는 사람은 엄마와 아빠 입니다 가족과 주로 하는 이야기는 음식에 대한 것입니다. 친구와 주로 하는 이야기는 술에 대한 것입니다. 저는 평소에 주로 버스를 타고 다닙니다. 우리 동네는 교통이 편리 합니다. 교통이 편리한 이유는 역이 가깝기 때문입니다.  우리 집에서 서울역+ 서울역에 가려면 기차를 타고 가야 합니다. 우리 집 근처에는 롯데마트가 있는데 걸어서 오 분 거리에 있습니다.  나는 보통 아침 여섯 시에 일어나고 밤 여덟 시에 잡니다. 제가 가장 좋아하는 음식은 양꼬치 입니다. 제 취미는 게임입니다.  무지개 일곱 색깔은 빨간색 주황색 노란색 초록색 파+파란색 보라색 입니다. 일주일은 월요일 화요일 수요일 목요일 금요일 토요일 일요일 입니다. 설날은 일 월 일 일입니다. 크리스마스는 십 이 월 이십 오  일입니다. 지금 계절은 겨울입니다. 어제는 날씨가 흐렸고 오늘 날씨는 비가 왔습니다.  일 년은 삼백 육십 오 일이고 일 주일은 칠 일입니다. 하루는 이십 사 시간이고 일 분은 육십 초입니다.
나는 바지를 입고 단순히 채웁니다 최창우 다방이 있습니다 가방에 사탕과 연필 넣을 거예요 아빠와 자동차 타고 돈 왔네 갑니다 아빠가 토끼 풍선을 사 왔습니다 짹짹 거리고 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에*+에는 호랑이가 꼬리를 늘어뜨+뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 메뚜기가 있습니다. 풀+풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세 마리 짹짹 나무 메뚜기 전화 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리 짹짹 나무 메뚜기 전화
나는 바지를 입고 단추를 채웁니다 책상 위에 가방이 있습니다 가방이 사탕과 연필을 넣을 거예요 아빠와 자동차를 타고 동물원에 갑니다 잘 다녀와 하면서 엄마가 뽀뽀를 해 줍니다 그림은 물 두 개에 걸려 있습니다 로봇은 긴 눈썹 괴물과 싸움을 합니다 나무에 있는 참새 세 마리가 찍찍 거리고 나무 아래에 풀밭에는 메뚜기가 있습니다 엄마에게 전화를 합니다 엄마 동물원 재미있어요 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네+ 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
끝 끝 스 응 응 응 응 Google 만세 ,새 해 배 개 집 일 입 이 꿀 불 귤 물 피 쥐 비 귀 콩 돈 공 손 풀 붓 뿔 윷 잎 씨 빗 침 벌 성 별 형 초 눈 코 문 햄 잼 뱀 책 실 십 칠 김 종 총 용 똥 털 몸 절 톱 강 발 왕 달 뼈 영 혀 병 밤 활 감 탈 꽃 점 솥 섬 금 육 은 흙 산 파 삼 차 춤 국 꿈 북 칼 말 쌀 팔 떡 컵 턱 껌 방 빵 창 양 오 곰 소 돌 약 탑 닭 밥 귀 남 해 밀 옷 잔 댁 겁 시 병 소 점 키 앞 무 논 자 글 용 겉 다 뜰 피 상 네 벌 추 만 죄 일 구 삼 도 알 꽃 연 달 혀 녹 김 약 덕 조 군 잎 폐 꿈 터 샘 능 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 가 까 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하
바지 단추 책상 가방 연필 자동차 동물은 엄마 호랑이 꿀이 코끼리 땅콩 조용히 해 토끼 풍년 그린샵 ,바지 단추 책상 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 귀 그네 토끼 풍선 로봇 그림 못 눈썹 괴물 싸움 참새 세마리 짹짹 나무 메뚜기 전화
문 열어 문 열어 봤나 내일 만나 내일 만나 근데 내가 사랑해요 엄마가 둘이 엄마가 둘이 야 너 누구냐 밥 먹었니 빨리 열어 주세요 가게 알람 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 신데렐라 신데렐라 그래요 엄마가 노래해 엄마가 노래해 말해 말아요 말해 달라고 여기 가서 밥이나 하세요 박은아 여기다 야근해요 약이나요 말해 달라 말하지 말라 말해 달라고 말이 말라고 밖에 나왔어요 많이 발랐어 말이 말랐어요 밥 먹었어 밥 먹었어 집에 아무도 없어 선생님의 가셨어요 선생님의 하셨어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었어. 밥 먹었어? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
